Name,Brand,Price,Rating,Processor_name,Threads,RAM_GB,RAM_type,Storage,Storage_type,Graphics_name,Display_size,Touch_screen,OS
Acer Aspire 3,Acer,31990,2.92,Intel Core i3,8,8,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Infinix INBook X2,Infinix,25990,3.02,Intel Core i3,4,8,LPDDR4X,512, SSD,Intel Integrated UHD Graphics,14,FALSE,Windows 11 OS
Lenovo V14 G3,Lenovo,27999,2.78,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,DOS OS
Asus Vivobook 15,Asus,56990,3.06,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Radeon,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,70490,2.86,Intel Core i5,16,16,DDR4,512, SSD,Intel Integrated Integrated,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,114990,3.19,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,16,FALSE,Windows 11 OS
Acer Extensa EX215,Acer,31990,3.07,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
HP Omen 17,HP,195999,3.86,Intel Core i9,24,32,DDR5,2000, SSD,NVIDIA GeForce RTX 3080Ti,17.3,FALSE,Windows 11 OS
HP Pavilion 15s,HP,51990,2.76,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe,15.6,FALSE,Windows 11 OS
Dell G15 5525,Dell,93003,3.17,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,15.6,FALSE,Windows 11 OS
Dell G15 5520,Dell,71990,3.26,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,84700,2.83,Intel Core i7,16,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,162990,2.91,Qualcomm X Elite,12.81790123,32,LPDDR5X,1000, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
Lenovo ThinkPad E14,Lenovo,96990,2.81,Intel Core i7,12,16,DDR4,512, SSD,Intel Iris Xe Graphics comes,14,FALSE,Windows 11 OS
Lenovo V14 82TSA0CWIH,Lenovo,55490,2.74,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,49990,2.94,Intel Core 3,8,16,DDR4,512, SSD,Integrated Intel Graphics,15.6,FALSE,Windows 11 OS
Lenovo V14 G3,Lenovo,44990,2.8,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
HP Victus 15,HP,74490,3.26,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
MSI Cyborg 15,MSI,114990,3.32,Intel Core Ultra,22,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
MSI Raider GE78,MSI,299990,3.83,Intel Core i9,32,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4080,17,FALSE,Windows 11 OS
Chuwi HeroBook Plus,Chuwi,18990,3.15,Intel Celeron ,2,8,DDR3,256, SSD,Intel HD Graphics,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,105990,3.33,Intel Core i7,24,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,16.1,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,138990,2.89,Intel Core 7,12,16,LPDDR5,1000, SSD,Intel Graphics,15.6,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,163990,2.75,Intel Core Ultra,22,16,LPDDR5X,512, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,114990,2.79,Intel Core 5,12,16,LPDDR5,512, SSD,Intel Graphics,15.6,TRUE,Windows 11 OS
Dell Inspiron 5620,Dell,64990,2.88,Intel Core i5,16,16,DDR4,512, SSD,Intel Integrated,16,FALSE,Windows 11 OS
MSI Prestige 16,MSI,169990,3.62,Intel Core Ultra,22,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Asus Zenbook S13,Asus,139990,3.23,Intel Core Ultra,14,32,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe Graphics,13.3,FALSE,Windows 11 OS
MSI Prestige 16,MSI,119990,2.9,Intel Core Ultra,22,16,LPDDR5,1000, SSD,Intel Integrated Arc,16,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,171990,3.21,Intel Core Ultra,22,32,LPDDR5X,1000, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,149990,2.76,Intel Core Ultra,22,16,LPDDR5X,512, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
Asus Zenbook S13,Asus,129990,2.9,Intel Core Ultra,14,16,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe Graphics,13.3,FALSE,Windows 11 OS
HP Envy x360,HP,108999,2.79,Intel Core Ultra,14,16,LPDDR5,512, SSD,Integrated Intel Graphics,14,TRUE,Windows 11 OS
Asus VivoBook 15,Asus,30990,2.87,Intel Pentium Gold,4,8,DDR4,256, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
HP 15 fd0221TU,HP,60799,2.89,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Integrated,15.6,FALSE,Windows 11 OS
Asus Zenbook 14,Asus,102900,2.92,Intel Core Ultra,18,16,LPDDR5X,1000, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
HP Pavilion x360,HP,54990,2.74,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,TRUE,Windows 11 OS
Acer Aspire Lite,Acer,38249,3.15,Intel Core i3,8,16,DDR4,1000, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Infinix INBook Y4,Infinix,43990,2.98,Intel Core i5,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,54990,2.91,Intel Core i5,12,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15IRX9,Lenovo,102990,3.21,Intel Core i7,12.81790123,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,53990,3.16,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,17,FALSE,Windows 11 OS
Infinix INBook Y4,Infinix,36990,3.03,Intel Core i3,8,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
HP 245 G9,HP,24900,2.99,AMD Ryzen 3,4,8,DDR4,512, SSD,AMD Radeon Graphics,14,FALSE,DOS OS
Xiaomi Redmi Book,Xiaomi,49990,2.94,Intel Core i5,16,16,LPDDR5,512, SSD,Intel ARC Graphics,14,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,129900,2.77,Intel Core i7,12,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,13.3,TRUE,Windows 11 OS
HP 15s fq2510tu,HP,50790,2.93,Intel Core i5,8,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,106590,3.27,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,16.1,FALSE,Windows 11 OS
HP 15s FR5012TU,HP,38990,2.85,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,103990,3.28,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,16.1,FALSE,Windows 11 OS
Acer Aspire 3,Acer,32490,3.07,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Asus BR1100CKA GJ0746W,Asus,16490,3.22,Intel Celeron ,12.81790123,8,DDR4,128, SSD,Intel UHD Graphics,11.6,FALSE,Windows 11 OS
HP 250 G9,HP,33690,2.9,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated,15.6,FALSE,Windows 11 OS
Acer Aspire 5,Acer,60999,3.3,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Zebronics ZEB NBC,Zebronics,40990,3,Intel Core i7,12,16,DDR4,512, SSD,Intel Integrated,15.6,FALSE,Windows 11 OS
Asus ROG Strix,Asus,81990,3.19,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,17.3,FALSE,Windows 11 OS
HP Victus 15,HP,59990,3.13,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Chuwi FreeBook Laptop,Chuwi,27990,3.07,Intel Core i3,8,12,LPDDR4,512, SSD,Intel Integrated Intel UHD Graphics,13.5,TRUE,Windows 11 OS
Lenovo Yoga 7,Lenovo,94190,3.09,AMD Ryzen 7,16,16,DDR5,1000, SSD,AMD Radeon Graphics,14,TRUE,Windows 11 OS
HP Victus 15,HP,54990,3.1,AMD Ryzen 5,12,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP 250 G9,HP,34990,2.89,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated,15.6,FALSE,Windows 11 OS
Acer TMP214 41,Acer,29990,3.1,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon AMD,14,FALSE,Windows 11 OS
Infinix INBook X3,Infinix,29990,2.95,Intel Core i3,8,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,89650,3.35,Intel Core i7,20,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,70490,2.98,Intel Core i5,12,16,DDR4,1000, SSD,Intel Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
MSI Katana 17,MSI,110990,3.32,Intel Core i7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,17.3,FALSE,Windows 11 OS
MSI Thin GF63,MSI,97990,3.21,Intel Core i7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
MSI Thin GF63,MSI,45990,3.37,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15IRH8,Lenovo,104990,3.2,Intel Core i7,12.81790123,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,113090,3.14,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,73990,3.26,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,17.3,FALSE,Windows 11 OS
Asus Vivobook 14X,Asus,82500,3.36,Intel Core i7,16,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,14,FALSE,Windows 11 OS
Asus ROG Zephyrus,Asus,101200,3.16,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,14,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,89990,3.22,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,16,FALSE,Windows 11 OS
MSI Thin GF63,MSI,51990,3.33,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo V15 G3,Lenovo,26990,3.15,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Dell Inspiron 3520,Dell,51915,2.93,Intel Core i5,12,16,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Pavilion 15s,HP,62842,2.88,Intel Core i7,12,16,DDR4,512, SSD,Intel Iris Xe,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,69490,2.86,Intel Core i5,16,16,DDR4,512, SSD,Intel Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
ASUS TUF Gaming,ASUS,114000,3.06,AMD Ryzen 9,16,16,DDR5,1000, SSD,AMD Radeon  RX 7600S,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,122990,3.18,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
MSI GF63 Thin,MSI,57990,3.5,Intel Core i7,16,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Asus Vivobook 14X,Asus,99990,3.21,Intel Core i5,16,16,DDR4,512, SSD,NVIDIA Geforce RTX 3050,14,FALSE,Windows 11 OS
Acer Predator Helios,Acer,99990,3.21,Intel Core i5,20,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,16,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,64990,2.88,Intel Core i5,16,16,DDR4,512, SSD,Integrated Intel iris Xe Graphics,15.6,FALSE,Windows 11 OS
Infinix INBook Y1,Infinix,22990,3.09,Intel Celeron ,4,8,LPDDR4X,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
HP 14s dy5008TU,HP,38099,2.85,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,33990,3.05,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon AMD,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,31030,2.93,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,35990,3.03,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,64990,2.71,Intel Core i5,12,8,LPDDR4X,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,81990,2.83,Intel Core i7,12,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,65990,3.23,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,117990,2.78,Intel Core i7,16,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,15.6,TRUE,Windows 11 OS
Dell Inspiron 15,Dell,34980,2.89,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,40689,2.83,Intel Core i3,12,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,60300,3.08,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
HP Chromebook 14a,HP,17990,2.85,Intel Celeron ,2,4,LPDDR4,64, Hard Disk,Intel Integrated UHD Graphics,14,TRUE,Chrome OS
Lenovo E41 55,Lenovo,18990,3.3,AMD Athlon Pro,2,8,DDR4,256, SSD,AMD Radeon Graphics,14,FALSE,Windows 11 OS
Dell Inspiron 3525,Dell,45390,2.95,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,56990,3.09,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Asus TUF Dash,Asus,96000,3.34,Intel Core i7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,58990,2.9,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP 15s du3614TU,HP,46938,2.98,Intel Core i3,4,8,DDR4,1256,Hard Disk & SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Dell Inspiron 3525,Dell,33994,3.05,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,48890,3.13,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,72000,3.21,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050 Ti,15.6,FALSE,Windows 11 OS
Dell Latitude 3410,Dell,47999,2.58,Intel Core i5,8,8,DDR4,512, SSD,Intel HD,14,FALSE,Ubuntu OS
HP Spectre x360,HP,146990,3.22,Intel Core i7,12,32,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,13.5,TRUE,Windows 11 OS
HP Omen 14,HP,174999,3.27,Intel Core Ultra,22,16,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4060,14,FALSE,Windows 11 OS
HP Envy x360,HP,120490,3.19,Intel Core i7,12,16,LPDDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,TRUE,Windows 11 OS
Lenovo Thinkpad E16,Lenovo,42990,2.81,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
HP 15 FC0029AU,HP,41990,2.97,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Honor MagicBook X14,Honor,56990,2.91,Intel Core i5,12,16,LPDDRX4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
MSI Stealth 14,MSI,229990,3.59,Intel Core Ultra,22,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
MSI Cyborg 15,MSI,107990,3.32,Intel Core Ultra,22,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
MSI Cyborg 15,MSI,99990,3.33,Intel Core Ultra,18,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
MSI Stealth 16,MSI,249990,3.84,Intel Core Ultra,22,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
MSI Prestige 16,MSI,189990,3.61,Intel Core Ultra,22,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,122990,2.78,Intel Core 7,12,16,LPDDR5,512, SSD,Intel Graphics,15.6,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,179990,2.87,Intel Core Ultra,22,16,LPDDR5X,1000, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
MSI Prestige 13,MSI,114990,2.91,Intel Core Ultra,22,16,LPDDR5,1000, SSD,Intel Arc Graphics,13.3,FALSE,Windows 11 OS
MSI Prestige 16,MSI,159990,3.62,Intel Core Ultra,22,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,16,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,139990,2.76,Intel Core Ultra,22,16,LPDDR5X,512, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,131990,2.77,Intel Core Ultra,18,16,LPDDR5X,512, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,141990,2.76,Intel Core Ultra,18,16,LPDDR5X,512, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,181990,3.2,Intel Core Ultra,22,32,LPDDR5X,1000, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
Lenovo Thinkpad E14,Lenovo,79999,2.99,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Raedon Graphics,14,FALSE,Windows 10 OS
Asus ROG Strix,Asus,289990,3.84,Intel Core i9,32,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4080,16,FALSE,Windows 11 OS
HP Pavilion 15,HP,60517,3.17,AMD Ryzen 7,16,16,DDR4,1000, SSD,AMD Radeon Radeon,15.6,FALSE,Windows 11 OS
Acer Swift Go,Acer,83990,2.83,Intel Core Ultra,18,16,LPDDR5X,512, SSD,Intel Integrated ARC Graphics,14,FALSE,Windows 11 OS
HP Spectre x360,HP,195990,3.6,Intel Core Ultra,22,32,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4050,16,TRUE,Windows 11 OS
HP Omen 16,HP,115999,3.26,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,16.1,FALSE,Windows 11 OS
Dell G15 5530,Dell,102099,3.33,Intel Core i7,12.81790123,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15IRX9,Lenovo,84990,3.23,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo ThinkBook 14,Lenovo,43990,2.81,Intel Core i3,8,8,DDR5,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
HP 15s fr5010TU,HP,48790,2.78,Intel Core i5,12,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15IAX9I,Lenovo,59990,2.72,Intel Core i5,12,8,DDR5,512, SSD,Intel Integrated ARC A530M,15.6,FALSE,Windows 11 OS
Lenovo ThinkBook 15,Lenovo,52990,3.08,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
HP Spectre x360,HP,174490,3.46,Intel Core Ultra,22,32,LPDDR5X,2000, SSD,Intel Arc Graphics,16,TRUE,Windows 11 OS
HP 15s fr5011TU,HP,53799,2.92,Intel Core i5,12,16,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,176499,3.27,Intel Core i7,28,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16.1,FALSE,Windows 11 OS
Chuwi Gemibook X,Chuwi,20990,3.08,Intel  ,4,8,LPDDR5,256, SSD,Intel Integrated UHD Graphics,14.1,FALSE,Windows 11 OS
Asus VivoBook 14,Asus,43990,2.98,Intel Core i5,8,16,DDR4,512, SSD,Intel Integrated Intel UHD,14,FALSE,Windows 11 OS
Ultimus Lite NU14U3INC54,Ultimus,15990,3.28,Intel Celeron ,2,8,DDR4,256, SSD,Intel Integrated UHD Graphics,14.1,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,59490,2.9,Intel Core i5,12,16,LPDDR5,512, SSD,Integrated Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Dell G15 5530,Dell,81990,3.36,Intel Core i5,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Dell ‎G16 7630,Dell,187490,3.27,Intel Core i9,32,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,53490,2.92,Intel Core i5,12,16,LPDDR5,512, SSD,Integrated Intel IrisXe Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,40490,3.15,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon,15.6,FALSE,Windows 11 OS
Acer Aspire 5,Acer,35999,2.87,Intel Core i3,6,8,LPDDR5,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo Ideapad Slim,Lenovo,87190,2.95,Intel Core i7,20,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,16,FALSE,Windows 11 OS
Dell Inspiron 7430,Dell,57990,2.73,Intel Core i3,8,8,LPDDR5,512, SSD,Intel UHD Graphics,14,TRUE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,64990,3,Intel Core i5,12,16,LPDDR5,1000, SSD,Integrated Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo Ideapad Slim,Lenovo,74190,2.97,Intel Core i5,12,16,LPDDR5,1000, SSD,Integrated Intel UHD Graphics,14,FALSE,Windows 11 OS
Jio JioBook Cloud,Jio,14999,2.59,Mediatek,12.81790123,4,LPDDR4,64, Hard Disk,Arm Mali-G72 MP3 Graphics,11.6,FALSE,jio
Acer Aspire 3,Acer,31990,2.92,Intel Core i3,8,8,LPDDR5,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,45100,2.97,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Chromebook CX1500CK,Asus,16990,2.99,Intel Celeron ,2,8,LPDDR4X,128, Hard Disk,Intel Integrated UHD,15.6,FALSE,Chrome OS
Lenovo Ideapad Gaming,Lenovo,58900,3.08,AMD Ryzen 5,12,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Dell Inspiron 3520,Dell,36990,2.86,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,50390,3.12,AMD Ryzen 5,8,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,94490,3.22,Intel Core i7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Microsoft Surface Laptop,Microsoft,78890,2.61,Intel Core i5,12,8,LPDDR5,256, SSD,Intel Iris Xe Graphics,12.4,TRUE,Windows 11 OS
HP Victus 15,HP,58999,3.13,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP 15s er2004AU,HP,50990,3.09,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Radeon,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,79990,3.32,AMD Ryzen 7,16,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,47990,3.1,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Radeon AMD,14,FALSE,Windows 11 OS
Asus Vivobook 16,Asus,43990,2.98,Intel Core i3,8,16,DDR4,512, SSD,Intel Integrated UHD,16,FALSE,Windows 11 OS
MSI Thin GF63,MSI,44990,3.37,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650 Max Q,15.6,FALSE,Windows 11 OS
Lenovo Legion Slim,Lenovo,132190,3.25,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,32290,3.07,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon 610M,15.6,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,75000,3.25,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,16,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,104990,3.2,Intel Core i5,16,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,16,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,66990,3.06,AMD Ryzen 7,16,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
