Name,Brand,Price,Rating,Processor_name,Threads,RAM_GB,RAM_type,Storage,Storage_type,Graphics_name,Display_size,Touch_screen,OS
Lenovo Yoga 7,Lenovo,91190,2.94,Intel Core i5,16,16,LPDDR5,1000, SSD,Integrated Intel Iris Xe Graphics,14,TRUE,Windows 11 OS
Asus Vivobook Go,Asus,27990,2.92,Intel  ,2,8,DDR4,256, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
HP Omen 17,HP,339999,3.58,Intel Core i9,32,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4090,17.3,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,48490,3.13,AMD Ryzen 5,8,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Acer One 11,Acer,19990,3.11,Intel Celeron ,2,8,DDR4,256, SSD,Intel Integrated UHD,11.6,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,71990,3.09,Intel Core i5,16,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,17.3,FALSE,Windows 11 OS
Lenovo Yoga Slim,Lenovo,80990,2.96,Intel Core i5,16,16,LPDDR5X,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Acer One 11,Acer,17990,3.15,Intel Celeron ,2,8,DDR4,128, SSD,Intel Integrated UHD,11.6,FALSE,Windows 11 OS
HP 15s fy5006TU,HP,34999,2.89,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Lenovo Legion Slim,Lenovo,139190,3.29,Intel Core i7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
HP Pavilion 14,HP,66990,2.99,Intel Core i5,12,16,DDR4,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Acer TravelMate P2,Acer,47990,3.07,Intel Core i7,8,16,DDR4,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,61712,3.07,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
MSI Bravo 15,MSI,79990,2.99,AMD Ryzen 7,16,16,DDR5,512, SSD,AMD Radeon RX6550M,15.6,FALSE,Windows 11 OS
HP 14s dr3002TU,HP,27990,2.98,Intel Celeron ,2,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Asus Vivobook 16,Asus,95689,2.93,Intel Core i9,20,16,DDR4,1000, SSD,Integrated Intel Iris Xe Graphics,16,FALSE,Windows 11 OS
Asus Vivobook S14,Asus,72300,3.13,AMD Ryzen 7,16,16,DDR4,1000, SSD,AMD Radeon Graphics,14,TRUE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,63889,3.23,AMD Ryzen 5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,46490,3.14,AMD Ryzen 5,8,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Dell Vostro 3520,Dell,42990,2.81,Intel Core i5,8,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Dell Vostro 3530,Dell,55600,2.74,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated Graphics,15.6,FALSE,Windows 11 OS
Asus ROG Strix,Asus,94990,3.34,Intel Core i5,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,16,FALSE,Windows 11 OS
Dell Vostro 3525,Dell,36990,3.02,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Infinix INBook X2,Infinix,36990,3.16,Intel Core i5,8,16,LPDDR4X,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
HP Victus 15,HP,50490,2.92,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon RX 6500M,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,97000,3.21,Intel Core i5,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,41990,2.99,Intel Core i3,8,16,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,72490,2.98,Intel Core i5,12,16,DDR4,1000, SSD,Intel Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP 15s fq3066TU,HP,28990,2.97,Intel Celeron ,2,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,72990,3.21,AMD Ryzen 7,16,16,LPDDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,62190,2.89,Intel Core i5,12,16,LPDDR5,512, SSD,Intel UHD Graphics,16,FALSE,Windows 11 OS
HP 255 G9,HP,23999,3.01,AMD Ryzen 3,4,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,DOS 3.0 OS
HP 15s eq2132AU,HP,44800,3.12,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,60190,2.89,Intel Core i5,12,16,LPDDR5,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,45990,3.11,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Radeon 610M Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,35990,3.03,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon AMD,14,FALSE,Windows 11 OS
HP Victus15 fb0147AX,HP,48990,2.93,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon AMD Radeon RX 6500M,15.6,FALSE,Windows 11 OS
Dell Inspiron 5430,Dell,83449,2.95,Intel Core i7,12,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
HP Victus 15,HP,54990,3.1,AMD Ryzen 5,12,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,62990,3.01,Intel Core i5,12,16,LPDDR5,1000, SSD,Intel Graphics,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,53138,2.92,Intel Core i7,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Wings Nuvobook S2,Wings,25990,3.02,Intel Core i3,8,8,LPDDR4,512, SSD,Intel Graphics,15.6,FALSE,Windows 11 OS
MSI Stealth 16,MSI,278490,3.84,Intel Core i9,20,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Infinix INBook X3,Infinix,43990,2.98,Intel Core i7,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Infinix INBook X3,Infinix,36990,3.03,Intel Core i5,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Dell Vostro 3430,Dell,38990,2.85,Intel Core i3,6,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Dell Inspiron 3535,Dell,44990,3.08,AMD Ryzen 5,8,8,LPDDR5,1000, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Dell Vostro 3430,Dell,57990,2.73,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
HP Victus 15,HP,109490,3.2,Intel Core i7,20,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Asus VivoBook 14,Asus,35990,2.87,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
HP Omen 16,HP,90990,3.22,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,16.1,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,43990,3.13,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Integrated SoC,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,66990,3.22,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Asus VivoBook 15,Asus,31990,2.92,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP 15s fr2515TU,HP,36790,2.87,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15IRH8,Lenovo,79990,3.24,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
HP Pavilion x360,HP,72990,2.85,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,TRUE,Windows 11 OS
Lenovo LOQ 15IRH8,Lenovo,90990,3.22,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
Lenovo LOQ 15APH8,Lenovo,116990,3.14,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,132490,3.18,Intel Core i7,24,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,16.1,FALSE,Windows 11 OS
Lenovo Legion Y9000X,Lenovo,150000,3.63,Intel Core i9,20,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
MSI Modern 15,MSI,41790,2.99,Intel Core i5,8,16,DDR4,512, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
Acer Nitro 16,Acer,94990,3,AMD Ryzen 7,16,8,DDR5,512, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Acer Nitro 16,Acer,129990,3.13,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,61625,2.89,Intel Core i5,12,16,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Dell Inspiron 5430,Dell,86730,2.95,Intel Core i7,16,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,104990,3.2,Intel Core i7,16,16,DDR4,512, SSD,NVIDIA Geforce RTX 4060,16,FALSE,Windows 11 OS
Lenovo ThinkBook 15,Lenovo,31800,2.87,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,DOS OS
Lenovo IdeaPad Gaming,Lenovo,63990,3.07,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
MSI Thin GF63,MSI,41990,3.23,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,66990,2.87,Intel Core i5,12,16,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook 14X,Asus,67990,3.27,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,14,FALSE,Windows 11 OS
HP Envy x360,HP,80999,2.83,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,TRUE,Windows 11 OS
Asus Vivobook 15,Asus,53990,2.75,Intel Core i5,16,8,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP 14 gr0000TU,HP,43990,2.81,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo ThinkBook 15,Lenovo,46400,2.74,AMD Ryzen 7,16,8,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,DOS OS
Ninkear A16 Gaming,Ninkear,79999,3.71,AMD Ryzen 7,16,32,DDR5,2000, SSD,AMD Radeon 680M,16,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,57990,3.14,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA Geforce RTX 2050,16,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,70990,3.1,Intel Core i5,16,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Dell Inspiron 5620,Dell,75990,3.25,Intel Core i5,16,16,DDR4,512, SSD,NVIDIA GeForce MX570,16,FALSE,Windows 11 OS
HP Pavilion 15,HP,69990,2.86,Intel Core i5,16,16,DDR4,512, SSD,Intel Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Dell XPS 17,Dell,355490,3.57,Intel Core i9,20,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,17,TRUE,Windows 11 OS
Lenovo V15 G3,Lenovo,32780,2.71,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,DOS OS
MSI Modern 14,MSI,34990,3.05,Intel Core i3,8,16,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
HP Pavilion 15,HP,58800,3.05,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Radeon Vega 8 Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,59990,3.08,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Lenovo V14 G3,Lenovo,32490,2.92,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
Dell ‎G16 7630,Dell,158990,3.28,Intel Core i7,12.81790123,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
HP Omen 17,HP,156990,3.28,Intel Core i7,24,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,17.3,FALSE,Windows 11 OS
Dell Inspiron 15,Dell,39490,2.84,Intel Core i3,6,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Lenovo Legion 5,Lenovo,172990,3.61,Intel Core i7,20,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4090,16,FALSE,Windows 11 OS
HP Victus 15,HP,62687,3.04,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon RX 5600M,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,67990,3.27,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,59990,3.08,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Asus VivoBook 14,Asus,38990,3.01,Intel Core i3,4,16,DDR4,512, SSD,Intel Integrated Intel UHD,14,FALSE,Windows 11 OS
Dell G15 5530,Dell,130990,3.18,Intel Core i7,12.81790123,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Dell ‎G16 7630,Dell,178490,3.27,Intel Core i9,32,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Xiaomi Redmi Book,Xiaomi,43990,2.98,Intel Core i5,16,16,DDR5,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Asus Vivobook 15X,Asus,39990,2.84,Intel Core i3,8,8,DDR4,512, SSD,Integrated Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Pavilion x360,HP,89990,2.82,Intel Core i7,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,TRUE,Windows 11 OS
Asus TUF Gaming,Asus,109990,3.2,Intel Core i7,20,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,66990,3.28,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,16,FALSE,Windows 11 OS
Acer Aspire 5,Acer,69990,3.1,Intel Core i7,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,14,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,149990,3.29,Intel Core i9,20,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
Asus ROG Flow,Asus,144900,3.24,AMD Ryzen 9,16,16,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,13.4,TRUE,Windows 11 OS
Asus ROG Zephyrus,Asus,114990,3.26,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,14,FALSE,Windows 11 OS
Asus ROG Strix,Asus,109676,3.32,Intel Core i5,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,16,FALSE,Windows 11 OS
Asus ROG Strix,Asus,198999,3.27,Intel Core i9,32,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,47250,2.78,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe,15.6,FALSE,Windows 11 OS
HP 15s fr4001TU,HP,51549,2.93,Intel Core i5,8,16,DDR4,512, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
HP 15 fd0013TU,HP,60499,2.89,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Integrated,15.6,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,109990,3.32,Intel Core i9,20,16,DDR4,1000, SSD,NVIDIA Geforce RTX 3050,16,FALSE,Windows 11 OS
Asus Zenbook Pro,Asus,199990,3.27,Intel Core i5,16,16,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,14.5,TRUE,Windows 11 OS
HP Pavilion 15,HP,53999,2.9,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,75990,3.25,Intel Core i5,16,16,DDR4,512, SSD,NVIDIA Geforce RTX 3050,16,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,55689,3.15,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,17.3,FALSE,Windows 11 OS
Acer One 14,Acer,32990,2.91,Intel Core i5,8,8,DDR4,512, SSD,‎Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
HP 15 fc0030AU,HP,43490,3.13,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
HP 15 eg3036TU,HP,89999,2.94,Intel Core i7,16,16,DDR4,1000, SSD,Intel Integrated Integrated,15.6,FALSE,Windows 11 OS
HP 15 fd0006TU,HP,41780,2.82,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated Integrated,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,52999,3.11,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Acer Predator Helios,Acer,112990,3.19,Intel Core i7,24,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,16,FALSE,Windows 11 OS
Dell Vostro 3425,Dell,37790,3.01,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Graphics,14,FALSE,Windows 11 OS
MSI Cyborg 15,MSI,55990,3.15,Intel Core i5,12,8,DDR5,512, SSD,Nvidia GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP 15 fc0026AU,HP,33990,3.05,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,107990,3.2,Intel Core i7,20,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Asus Zenbook 14,Asus,89999,2.82,Intel Core i5,16,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,14,TRUE,Windows 11 OS
Asus Vivobook S15,Asus,109900,2.91,Intel Core i9,20,16,LPDDR5,1000, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
Asus Vivobook 15,Asus,68990,2.86,Intel Core i5,16,16,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook S14,Asus,58990,2.88,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon AMD,14,TRUE,Windows 11 OS
‎Lenovo V15 G2,Lenovo,20990,2.88,Intel Celeron ,12.81790123,8,DDR4,256, SSD,Intel Integrated Integrated,15.6,FALSE,DOS OS
Acer Aspire 3,Acer,29990,2.95,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Honor MagicBook X14,Honor,54990,2.91,Intel Core i5,12,16,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo V15 G3,Lenovo,32990,2.91,Intel Core i3,8,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
HP 15 fc0028AU,HP,41697,2.98,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Dell Vostro 3425,Dell,49990,3.09,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon Graphics,14,FALSE,Windows 11 OS
Lenovo S14 Gen,Lenovo,45990,2.79,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,35090,2.88,Intel Core i5,8,8,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,39499,2.84,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Acer Extensa 15,Acer,29990,2.95,Intel Core i3,8,8,LPDDR5,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
MSI Summit E16,MSI,159990,3.62,Intel Core i7,16,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,16,TRUE,Windows 11 OS
MSI Modern 14,MSI,41990,2.99,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,32990,2.91,Intel Core i3,4,8,DDR4,512, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,42990,2.97,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,43990,3.13,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,46990,2.94,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,67151,3.22,AMD Ryzen 5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo V15 82KDA012iH,Lenovo,33990,3.05,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,40990,3.15,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,33990,3.05,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,124990,2.78,Intel Core i7,16,16,LPDDR5,512, SSD,‎Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,116990,2.78,Intel Core i5,16,16,LPDDR5,512, SSD,‎Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,133990,2.89,Intel Core i7,16,16,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,15.6,TRUE,Windows 11 OS
Samsung Galaxy Book,Samsung,109990,2.79,Intel Core i5,16,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,15.6,TRUE,Windows 11 OS
HP 245 G8,HP,25599,3.18,AMD Ryzen 3,4,8,DDR4,512, SSD,AMD Radeon Graphics,14,FALSE,Windows 11 OS
Asus VivoBook 15,Asus,31990,2.92,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,49728,2.92,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,15.6,FALSE,Windows 11 OS
HP 15s fq2717TU,HP,36990,2.86,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
HP Pavilion Plus,HP,71790,2.86,Intel Core i5,16,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Samsung Galaxy Book,Samsung,69990,2.69,Intel Core i5,12.81790123,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,49990,3.18,Intel Core i5,8,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
HP 15s ,HP,31890,3.08,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Dell Inspiron 3520,Dell,47790,2.78,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Dell Vostro 3420,Dell,54990,2.91,Intel Core i5,12,16,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
HP Envy x360,HP,80969,2.83,Intel Core i5,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,13.4,TRUE,Windows 11 OS
Dell Vostro 3420,Dell,46990,2.79,Intel Core i5,12,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Microsoft Surface Pro,Microsoft,161300,2.69,Intel Core i7,12,16,LPDDR5,256, SSD,Intel Iris Xe Graphics,13,TRUE,Windows 11 OS
Microsoft Surface Pro,Microsoft,261990,3.18,Intel Core i7,12,32,LPDDR5,1000, SSD,Intel Iris Xe Graphics,13,TRUE,Windows 11 OS
Microsoft Surface Pro,Microsoft,102990,2.53,Intel Core i5,12,8,LPDDR5,128, SSD,Intel Iris Xe Graphics,13,TRUE,Windows 11 OS
Dell G15 5525,Dell,93831,3.17,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,15.6,FALSE,Windows 11 OS
Microsoft Surface Pro,Microsoft,99990,2.57,Intel Core i5,12,8,LPDDR5,256, SSD,Intel Iris Xe Graphics,13,TRUE,Windows 11 OS
Lenovo IdeaPad Flex,Lenovo,66999,3.02,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Radeon,14,TRUE,Windows 11 OS
Dell Inspiron 3520,Dell,45990,2.79,Intel Core i5,12,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Dell Inspiron 5320,Dell,69994,2.86,Intel Core i5,16,16,DDR5,512, SSD,Intel Integrated UHD,13.3,FALSE,Windows 11 OS
HP Envy x360,HP,75990,2.68,Intel Core i5,12,8,LPDDR4X,512, SSD,Intel Iris X Graphics,13.3,TRUE,Windows 11 OS
Lenovo V15 82KDA01EIH,Lenovo,29990,3.1,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo V14 82KA00G8IH,Lenovo,29990,2.88,Intel Core I3-1115G4,12.81790123,8,DDR4,256, SSD,Intel Integrated INTEL UHD,14.1,FALSE,Windows 11 OS
